;Genotype;date;modality;plant;order;nb_visible_leaves;nb_foliar_primordia;nb_total_leaves;nb_open_flowers;nb_aborted_flowers;nb_total_flowers;nb_vegetative_bud;nb_initiated_bud;nb_floral_bud;nb_stolons;type_of_crown;crown_status;vid;plant_vid
385;AH501;22-06-2018;Gariguette;1;0;8;0;8;15;0;19;4;0;0;3;1;4.0;10340;10339
90;AH501;22-06-2018;Gariguette;1;1;9;0;9;0;0;0;2;0;0;7;2;1.0;10381;10339
364;AH501;22-06-2018;Gariguette;1;1;4;0;4;0;0;0;0;0;0;1;3;1.0;10342;10339
485;AH501;22-06-2018;Gariguette;1;1;3;0;3;13;0;13;2;0;0;0;3;4.0;10366;10339
509;AH501;22-06-2018;Gariguette;1;2;5;0;5;0;0;0;0;0;0;0;2;1.0;10372;10339
110;AH501;22-06-2018;Gariguette;2;0;13;0;13;13;0;14;5;0;0;6;1;4.0;10412;10411
152;AH501;22-06-2018;Gariguette;2;1;2;0;2;8;0;8;0;0;0;0;2;4.0;10478;10411
258;AH501;22-06-2018;Gariguette;2;1;2;0;2;6;0;9;1;0;0;0;3;4.0;10447;10411
312;AH501;22-06-2018;Gariguette;2;2;8;0;8;0;0;0;2;0;0;6;2;1.0;10450;10411
921;AH501;22-06-2018;Gariguette;2;2;4;0;4;5;0;5;4;0;0;0;2;4.0;10481;10411
164;AH501;22-06-2018;Gariguette;2;3;4;0;4;0;0;0;0;0;0;1;2;1.0;10492;10411
1002;AH501;22-06-2018;Gariguette;3;0;10;0;10;13;0;15;8;0;0;0;1;4.0;10504;10503
24;AH501;22-06-2018;Gariguette;3;1;2;0;2;7;0;7;1;0;0;0;2;4.0;10584;10503
173;AH501;22-06-2018;Gariguette;3;1;10;0;10;0;0;0;2;0;0;5;3;1.0;10506;10503
206;AH501;22-06-2018;Gariguette;3;1;3;0;3;3;0;4;1;0;0;0;3;4.0;10558;10503
21;AH501;22-06-2018;Gariguette;3;2;7;0;7;0;0;0;0;0;0;3;2;1.0;10587;10503
175;AH501;22-06-2018;Gariguette;3;2;4;0;4;0;0;0;0;0;0;0;3;1.0;10511;10503
209;AH501;22-06-2018;Gariguette;3;2;6;0;6;0;0;0;2;0;0;4;2;1.0;10562;10503
657;AH501;22-06-2018;Gariguette;4;0;10;0;10;7;0;7;6;0;0;0;1;4.0;10605;10604
278;AH501;22-06-2018;Gariguette;4;1;7;0;7;8;0;9;5;0;0;0;3;4.0;10673;10604
320;AH501;22-06-2018;Gariguette;4;1;3;0;3;4;0;4;3;0;0;0;3;4.0;10739;10604
333;AH501;22-06-2018;Gariguette;4;1;2;0;2;3;0;3;2;0;0;0;2;4.0;10760;10604
923;AH501;22-06-2018;Gariguette;4;1;5;0;5;4;0;6;4;0;0;0;3;4.0;10607;10604
238;AH501;22-06-2018;Gariguette;4;2;1;0;1;0;0;0;1;0;0;0;3;1.0;10609;10604
242;AH501;22-06-2018;Gariguette;4;2;4;0;4;4;0;5;4;0;0;0;3;4.0;10615;10604
269;AH501;22-06-2018;Gariguette;4;2;6;0;6;0;0;0;1;0;0;5;2;1.0;10651;10604
289;AH501;22-06-2018;Gariguette;4;2;4;0;4;1;0;2;1;0;0;0;3;4.0;10690;10604
458;AH501;22-06-2018;Gariguette;4;2;2;0;2;4;0;4;2;0;0;0;2;4.0;10699;10604
625;AH501;22-06-2018;Gariguette;4;2;3;0;3;0;0;0;2;0;0;1;2;1.0;10747;10604
696;AH501;22-06-2018;Gariguette;4;2;5;0;5;0;0;0;2;0;0;3;2;1.0;10765;10604
249;AH501;22-06-2018;Gariguette;4;3;5;0;5;0;0;0;0;0;0;5;2;1.0;10626;10604
296;AH501;22-06-2018;Gariguette;4;3;4;0;4;0;0;0;0;0;0;4;2;1.0;10704;10604
777;AH501;22-06-2018;Gariguette;5;0;10;0;10;9;0;11;7;0;0;0;1;4.0;10785;10784
410;AH501;22-06-2018;Gariguette;5;1;2;0;2;4;0;4;2;0;0;0;3;3.0;10875;10784
431;AH501;22-06-2018;Gariguette;5;1;2;0;2;7;0;7;2;0;0;0;2;4.0;10908;10784
818;AH501;22-06-2018;Gariguette;5;1;12;0;12;0;0;0;4;0;0;7;3;1.0;10820;10784
1157;AH501;22-06-2018;Gariguette;5;1;4;0;4;4;0;4;4;0;0;0;3;4.0;10787;10784
33;AH501;22-06-2018;Gariguette;5;2;8;0;8;0;0;0;4;0;0;4;2;1.0;10913;10784
358;AH501;22-06-2018;Gariguette;5;2;6;0;6;0;0;0;1;0;0;5;2;1.0;10798;10784
413;AH501;22-06-2018;Gariguette;5;2;8;0;8;0;0;0;2;0;0;6;2;1.0;10880;10784
68;AH501;22-06-2018;Gariguette;6;0;8;0;8;3;0;3;8;0;0;0;1;4.0;10942;10941
12;AH501;22-06-2018;Gariguette;6;1;4;0;4;0;0;0;0;0;0;1;3;1.0;10993;10941
456;AH501;22-06-2018;Gariguette;6;1;6;0;6;0;0;0;0;0;0;5;3;1.0;10944;10941
466;AH501;22-06-2018;Gariguette;6;1;9;0;9;0;0;0;5;0;0;4;3;1.0;10963;10941
489;AH501;22-06-2018;Gariguette;6;1;7;0;7;0;0;0;3;0;0;4;3;1.0;11002;10941
1055;AH501;22-06-2018;Gariguette;6;1;8;0;8;0;0;0;4;0;0;4;2;1.0;11035;10941
580;AH502;22-06-2018;CLERY;1;0;10;0;10;0;0;0;6;0;0;2;1;4.0;5005;5004
581;AH502;22-06-2018;CLERY;1;1;8;0;8;0;0;5;4;0;0;2;3;4.0;5007;5004
610;AH502;22-06-2018;CLERY;1;1;3;0;3;3;0;3;0;0;0;0;3;4.0;5057;5004
621;AH502;22-06-2018;CLERY;1;1;9;0;9;0;0;0;4;0;0;4;2;1.0;5085;5004
592;AH502;22-06-2018;CLERY;1;2;2;0;2;0;0;0;2;0;0;0;2;1.0;5026;5004
613;AH502;22-06-2018;CLERY;1;2;6;0;6;0;0;6;4;0;0;2;2;4.0;5061;5004
619;AH502;22-06-2018;CLERY;1;3;2;0;2;0;0;0;0;0;0;0;2;1.0;5078;5004
639;AH502;22-06-2018;CLERY;2;0;18;0;18;2;0;4;8;0;0;4;1;4.0;5114;5113
637;AH502;22-06-2018;CLERY;2;1;6;0;6;0;0;4;5;0;0;0;2;4.0;5289;5113
641;AH502;22-06-2018;CLERY;2;1;9;0;9;4;0;5;7;0;0;0;3;4.0;5116;5113
718;AH502;22-06-2018;CLERY;2;1;3;0;3;7;0;7;0;0;0;0;3;4.0;5227;5113
730;AH502;22-06-2018;CLERY;2;1;2;0;2;5;0;5;0;0;0;0;3;4.0;5246;5113
740;AH502;22-06-2018;CLERY;2;1;2;0;2;0;0;0;0;0;0;0;3;4.0;5261;5113
430;AH502;22-06-2018;CLERY;2;2;4;2;6;0;0;0;2;0;0;0;2;4.0;5231;5113
655;AH502;22-06-2018;CLERY;2;2;5;0;5;0;0;4;3;0;0;1;3;4.0;5139;5113
671;AH502;22-06-2018;CLERY;2;2;3;0;3;7;0;7;2;0;0;0;2;4.0;5164;5113
732;AH502;22-06-2018;CLERY;2;2;6;0;6;0;0;0;1;0;0;0;2;4.0;5249;5113
742;AH502;22-06-2018;CLERY;2;2;4;0;4;4;0;4;3;0;0;0;2;4.0;5264;5113
764;AH502;22-06-2018;CLERY;2;2;1;1;2;0;0;0;2;0;0;0;3;3.0;5303;5113
772;AH502;22-06-2018;CLERY;2;2;2;0;2;0;0;0;1;0;0;0;2;1.0;5312;5113
127;AH502;22-06-2018;CLERY;2;3;2;1;3;0;0;0;2;0;0;0;2;3.0;5153;5113
676;AH502;22-06-2018;CLERY;2;3;4;0;4;0;0;0;2;0;0;0;2;4.0;5172;5113
749;AH502;22-06-2018;CLERY;2;3;3;0;3;1;0;4;3;0;0;0;2;4.0;5275;5113
779;AH502;22-06-2018;CLERY;3;0;11;0;11;3;0;9;4;0;0;3;1;4.0;5321;5320
774;AH502;22-06-2018;CLERY;3;1;2;0;2;3;0;5;0;0;0;0;3;4.0;5323;5320
799;AH502;22-06-2018;CLERY;3;1;15;0;15;13;0;14;8;0;0;6;3;4.0;5353;5320
857;AH502;22-06-2018;CLERY;3;1;3;0;3;6;0;6;1;0;0;0;3;4.0;5453;5320
878;AH502;22-06-2018;CLERY;3;1;2;0;2;5;0;5;0;0;0;0;2;4.0;5480;5320
786;AH502;22-06-2018;CLERY;3;2;3;0;3;4;0;4;3;0;0;0;2;4.0;5326;5320
859;AH502;22-06-2018;CLERY;3;2;2;0;2;0;0;0;0;0;0;0;3;1.0;5456;5320
864;AH502;22-06-2018;CLERY;3;2;5;0;5;4;0;4;3;0;0;1;2;4.0;5461;5320
881;AH502;22-06-2018;CLERY;3;2;5;0;5;0;0;0;2;0;0;0;2;4.0;5483;5320
1049;AH502;22-06-2018;CLERY;3;2;2;0;2;0;0;0;1;0;0;0;2;4.0;5397;5320
787;AH502;22-06-2018;CLERY;3;3;6;0;6;0;0;0;1;0;0;3;2;1.0;5334;5320
829;AH502;22-06-2018;CLERY;3;3;8;1;9;0;0;0;4;0;0;5;2;1.0;5400;5320
872;AH502;22-06-2018;CLERY;3;3;2;0;2;0;0;0;0;0;0;0;2;1.0;5473;5320
890;AH502;22-06-2018;CLERY;4;0;17;0;17;11;0;14;7;0;0;6;1;4.0;5497;5496
144;AH502;22-06-2018;CLERY;4;1;8;0;8;7;0;10;4;0;0;2;3;4.0;5499;5496
432;AH502;22-06-2018;CLERY;4;1;3;0;3;5;0;6;1;0;0;1;3;4.0;5569;5496
986;AH502;22-06-2018;CLERY;4;1;2;0;2;0;0;0;0;0;0;0;3;4.0;5651;5496
1012;AH502;22-06-2018;CLERY;4;1;2;0;2;7;0;7;0;0;0;0;2;4.0;5696;5496
906;AH502;22-06-2018;CLERY;4;2;2;0;2;0;0;5;0;0;0;0;3;4.0;5519;5496
922;AH502;22-06-2018;CLERY;4;2;2;0;2;6;0;7;1;0;0;0;2;4.0;5544;5496
941;AH502;22-06-2018;CLERY;4;2;4;0;4;4;0;4;2;0;0;0;2;4.0;5577;5496
988;AH502;22-06-2018;CLERY;4;2;4;1;5;0;0;0;5;0;0;0;3;4.0;5653;5496
997;AH502;22-06-2018;CLERY;4;2;6;0;6;0;0;5;4;0;0;2;2;4.0;5671;5496
1013;AH502;22-06-2018;CLERY;4;2;6;0;6;0;0;4;5;0;0;0;2;4.0;5699;5496
236;AH502;22-06-2018;CLERY;4;3;4;0;4;0;0;0;3;0;0;0;2;4.0;5522;5496
337;AH502;22-06-2018;CLERY;4;3;5;0;5;1;0;3;5;0;0;0;2;4.0;5549;5496
947;AH502;22-06-2018;CLERY;4;3;4;0;4;0;0;3;1;0;0;2;2;4.0;5586;5496
1006;AH502;22-06-2018;CLERY;4;3;1;0;1;0;0;0;1;0;0;0;2;1.0;5688;5496
1021;AH502;22-06-2018;CLERY;4;3;2;1;3;0;0;0;2;0;0;1;2;3.0;5716;5496
915;AH502;22-06-2018;CLERY;4;4;1;1;2;0;0;1;2;0;0;0;2;4.0;5533;5496
954;AH502;22-06-2018;CLERY;4;4;2;1;3;0;0;0;3;0;0;0;2;3.0;5597;5496
1032;AH502;22-06-2018;CLERY;5;0;14;0;14;15;0;17;4;0;0;5;1;4.0;5731;5730
230;AH502;22-06-2018;CLERY;5;1;2;0;2;6;0;6;1;0;0;0;3;4.0;5862;5730
1033;AH502;22-06-2018;CLERY;5;1;5;0;5;1;0;5;0;0;0;0;3;4.0;5733;5730
1083;AH502;22-06-2018;CLERY;5;1;4;0;4;6;0;6;0;0;0;0;3;4.0;5813;5730
1125;AH502;22-06-2018;CLERY;5;1;3;0;3;4;0;5;2;0;0;0;2;4.0;5898;5730
1155;AH502;22-06-2018;CLERY;5;1;5;0;5;9;0;10;4;0;0;0;3;4.0;5770;5730
1051;AH502;22-06-2018;CLERY;5;2;2;0;2;0;0;0;0;0;0;0;2;4.0;5739;5730
1064;AH502;22-06-2018;CLERY;5;2;4;0;4;0;0;5;3;0;0;0;2;4.0;5784;5730
1085;AH502;22-06-2018;CLERY;5;2;5;0;5;0;0;3;0;0;0;0;2;4.0;5818;5730
1111;AH502;22-06-2018;CLERY;5;2;5;4;9;0;0;0;9;0;0;0;2;3.0;5867;5730
1129;AH502;22-06-2018;CLERY;5;2;5;0;5;1;0;3;4;0;0;1;2;4.0;5906;5730
380;AH502;22-06-2018;CLERY;5;3;4;0;4;0;0;6;2;0;0;1;2;4.0;5748;5730
1039;AH502;22-06-2018;CLERY;5;3;2;0;2;0;0;0;1;0;0;0;3;3.0;5741;5730
1069;AH502;22-06-2018;CLERY;5;3;4;0;4;0;0;4;4;0;0;0;2;4.0;5795;5730
1089;AH502;22-06-2018;CLERY;5;3;1;1;2;1;0;4;2;0;0;0;2;4.0;5824;5730
587;AH502;22-06-2018;CLERY;5;4;1;2;3;0;0;0;1;0;0;0;2;4.0;5759;5730
1079;AH502;22-06-2018;CLERY;5;4;1;0;1;0;0;0;0;0;0;0;2;1.0;5806;5730
1140;AH502;22-06-2018;CLERY;6;0;12;0;12;6;0;10;5;0;0;5;1;4.0;5926;5925
713;AH502;22-06-2018;CLERY;6;1;5;0;5;6;0;7;2;0;0;0;2;4.0;5990;5925
1159;AH502;22-06-2018;CLERY;6;1;3;0;3;7;0;7;0;0;0;0;3;4.0;5955;5925
1161;AH502;22-06-2018;CLERY;6;2;6;0;6;0;0;4;5;0;1;0;2;4.0;5959;5925
1184;AH502;22-06-2018;CLERY;6;2;2;0;2;0;0;0;1;0;0;1;3;4.0;5996;5925
1190;AH502;22-06-2018;CLERY;6;2;7;0;7;0;0;2;3;0;0;2;2;4.0;6008;5925
1200;AH502;22-06-2018;CLERY;6;3;2;1;3;0;0;0;2;0;0;1;2;4.0;6026;5925
1211;AH503;22-06-2018;CIR140;1;0;23;0;23;4;0;6;4;0;0;7;1;4.0;6041;6040
14;AH503;22-06-2018;CIR140;1;1;4;0;4;4;0;4;1;0;0;0;3;4.0;6166;6040
35;AH503;22-06-2018;CIR140;1;1;5;0;5;0;0;0;0;0;0;0;3;1.0;6204;6040
44;AH503;22-06-2018;CIR140;1;1;3;0;3;7;0;7;1;0;0;0;3;4.0;6220;6040
73;AH503;22-06-2018;CIR140;1;1;8;0;8;0;0;0;3;0;0;3;2;1.0;6266;6040
711;AH503;22-06-2018;CIR140;1;1;8;0;8;0;0;0;2;0;0;4;3;1.0;6243;6040
1076;AH503;22-06-2018;CIR140;1;1;14;0;14;10;0;10;10;0;0;3;3;4.0;6087;6040
1213;AH503;22-06-2018;CIR140;1;1;7;0;7;0;0;0;1;0;0;4;3;1.0;6049;6040
1225;AH503;22-06-2018;CIR140;1;1;5;0;5;3;0;3;1;0;0;0;3;4.0;6069;6040
17;AH503;22-06-2018;CIR140;1;2;6;0;6;0;0;0;0;0;0;4;2;1.0;6171;6040
46;AH503;22-06-2018;CIR140;1;2;7;0;7;0;0;0;0;0;0;4;2;1.0;6224;6040
1226;AH503;22-06-2018;CIR140;1;2;4;0;4;0;0;0;0;0;0;2;2;1.0;6075;6040
1254;AH503;22-06-2018;CIR140;1;2;3;0;3;8;0;8;2;0;0;1;3;4.0;6125;6040
1264;AH503;22-06-2018;CIR140;1;2;7;1;8;0;0;0;1;0;0;6;2;1.0;6140;6040
1260;AH503;22-06-2018;CIR140;1;3;3;0;3;0;0;0;0;0;0;0;2;1.0;6133;6040
94;AH503;22-06-2018;CIR140;2;0;27;0;27;3;0;4;7;0;0;2;1;4.0;6290;6289
96;AH503;22-06-2018;CIR140;2;1;16;0;16;5;0;7;11;0;0;4;3;4.0;6292;6289
157;AH503;22-06-2018;CIR140;2;1;4;0;4;4;0;4;1;0;0;0;3;4.0;6388;6289
168;AH503;22-06-2018;CIR140;2;1;9;0;9;10;0;10;5;0;0;2;3;4.0;6401;6289
208;AH503;22-06-2018;CIR140;2;1;2;0;2;8;0;8;1;0;0;0;3;4.0;6465;6289
224;AH503;22-06-2018;CIR140;2;1;3;0;3;6;0;6;2;0;0;0;3;4.0;6490;6289
233;AH503;22-06-2018;CIR140;2;1;4;0;4;4;0;4;1;0;0;0;3;4.0;6506;6289
252;AH503;22-06-2018;CIR140;2;1;3;0;3;0;0;0;3;0;0;0;3;4.0;6535;6289
265;AH503;22-06-2018;CIR140;2;1;6;0;6;0;0;0;2;0;0;2;2;1.0;6555;6289
120;AH503;22-06-2018;CIR140;2;2;2;0;2;7;0;7;1;0;0;0;3;4.0;6333;6289
131;AH503;22-06-2018;CIR140;2;2;7;0;7;0;0;0;1;0;0;4;3;1.0;6347;6289
161;AH503;22-06-2018;CIR140;2;2;4;0;4;0;0;0;0;0;0;0;2;1.0;6393;6289
181;AH503;22-06-2018;CIR140;2;2;3;0;3;4;0;4;3;0;0;0;3;4.0;6424;6289
190;AH503;22-06-2018;CIR140;2;2;2;0;2;4;0;4;1;0;0;0;2;4.0;6438;6289
211;AH503;22-06-2018;CIR140;2;2;6;0;6;0;0;0;2;0;0;4;2;1.0;6468;6289
227;AH503;22-06-2018;CIR140;2;2;5;0;5;0;0;0;0;0;0;0;2;1.0;6496;6289
237;AH503;22-06-2018;CIR140;2;2;2;0;2;0;0;0;0;0;0;0;2;1.0;6511;6289
1078;AH503;22-06-2018;CIR140;2;2;7;0;7;0;0;0;3;0;0;2;2;1.0;6367;6289
1209;AH503;22-06-2018;CIR140;2;2;4;0;4;0;0;0;0;0;0;2;2;1.0;6543;6289
186;AH503;22-06-2018;CIR140;2;3;2;0;2;0;0;0;0;0;0;0;2;1.0;6432;6289
192;AH503;22-06-2018;CIR140;2;3;3;0;3;0;0;0;0;0;0;0;2;1.0;6441;6289
1164;AH503;22-06-2018;CIR140;2;3;5;0;5;0;0;0;0;0;0;1;2;1.0;6336;6289
275;AH503;22-06-2018;CIR140;3;0;13;0;13;14;0;14;0;0;0;0;1;4.0;6573;6572
282;AH503;22-06-2018;CIR140;3;1;4;0;4;9;0;9;2;0;0;0;3;4.0;6581;6572
298;AH503;22-06-2018;CIR140;3;1;4;0;4;2;0;2;4;0;0;0;3;4.0;6611;6572
315;AH503;22-06-2018;CIR140;3;1;2;0;2;5;0;6;1;0;0;0;2;4.0;6636;6572
285;AH503;22-06-2018;CIR140;3;2;5;0;5;0;0;0;1;0;0;4;2;1.0;6588;6572
305;AH503;22-06-2018;CIR140;3;2;4;0;4;0;0;0;0;0;0;3;2;1.0;6622;6572
468;AH503;22-06-2018;CIR140;3;2;6;0;6;0;0;0;3;0;0;3;2;1.0;6639;6572
332;AH503;22-06-2018;CIR140;4;0;10;0;10;10;0;10;8;0;0;0;1;4.0;6662;6661
349;AH503;22-06-2018;CIR140;4;1;2;0;2;4;0;4;1;0;0;0;3;4.0;6688;6661
363;AH503;22-06-2018;CIR140;4;1;2;0;2;5;0;5;2;0;0;0;2;4.0;6713;6661
366;AH503;22-06-2018;CIR140;4;2;5;0;5;0;0;0;1;0;0;4;2;1.0;6718;6661
785;AH503;22-06-2018;CIR140;4;2;6;0;6;0;0;0;4;0;0;2;2;1.0;6691;6661
381;AH503;22-06-2018;CIR140;5;0;10;0;10;10;0;11;8;0;0;0;1;4.0;6738;6737
400;AH503;22-06-2018;CIR140;5;1;3;0;3;3;0;3;3;0;0;0;3;4.0;6764;6737
420;AH503;22-06-2018;CIR140;5;1;3;0;3;5;0;5;3;0;0;0;2;4.0;6797;6737
406;AH503;22-06-2018;CIR140;5;2;6;1;7;0;0;0;4;0;0;3;2;1.0;6772;6737
425;AH503;22-06-2018;CIR140;5;2;6;0;6;0;0;0;2;0;0;2;2;1.0;6805;6737
440;AH503;22-06-2018;CIR140;6;0;23;0;23;5;0;5;15;0;0;3;1;4.0;6824;6823
300;AH503;22-06-2018;CIR140;6;1;15;0;15;8;0;8;9;0;0;5;3;4.0;6905;6823
442;AH503;22-06-2018;CIR140;6;1;11;0;11;8;0;8;7;0;0;3;3;4.0;6826;6823
554;AH503;22-06-2018;CIR140;6;1;11;0;11;8;0;8;11;0;0;0;3;4.0;7015;6823
660;AH503;22-06-2018;CIR140;6;1;8;0;8;0;0;0;3;0;0;5;3;1.0;7195;6823
678;AH503;22-06-2018;CIR140;6;1;3;0;3;3;0;3;3;0;0;0;2;4.0;7222;6823
1122;AH503;22-06-2018;CIR140;6;1;5;0;5;8;0;8;4;0;0;0;3;4.0;7126;6823
356;AH503;22-06-2018;CIR140;6;2;3;0;3;6;0;6;1;0;0;0;3;4.0;6919;6823
460;AH503;22-06-2018;CIR140;6;2;6;0;6;0;0;0;2;0;0;4;3;1.0;6855;6823
472;AH503;22-06-2018;CIR140;6;2;4;0;4;5;0;5;3;0;0;0;2;4.0;6876;6823
521;AH503;22-06-2018;CIR140;6;2;7;0;7;0;0;0;3;0;0;4;3;1.0;6963;6823
534;AH503;22-06-2018;CIR140;6;2;8;0;8;0;0;0;5;0;0;3;2;1.0;6987;6823
575;AH503;22-06-2018;CIR140;6;2;7;0;7;0;0;0;5;0;0;2;3;1.0;7044;6823
588;AH503;22-06-2018;CIR140;6;2;9;0;9;0;0;0;3;0;0;6;2;1.0;7068;6823
626;AH503;22-06-2018;CIR140;6;2;2;0;2;10;0;10;2;0;0;0;2;4.0;7140;6823
683;AH503;22-06-2018;CIR140;6;2;5;0;5;0;0;0;3;0;0;2;2;1.0;7230;6823
475;AH503;22-06-2018;CIR140;6;3;2;0;2;0;0;0;1;0;0;1;3;1.0;6882;6823
479;AH503;22-06-2018;CIR140;6;3;3;0;3;0;0;0;3;0;0;0;2;1.0;6891;6823
498;AH503;22-06-2018;CIR140;6;3;4;0;4;0;0;0;2;0;0;2;2;1.0;6923;6823
628;AH503;22-06-2018;CIR140;6;3;7;0;7;0;0;0;4;0;0;3;2;1.0;7145;6823
297;AH504;22-06-2018;CF10145;1;0;16;0;16;12;0;17;3;0;0;7;1;4.0;11063;11062
160;AH504;22-06-2018;CF10145;1;1;7;1;8;0;0;0;8;0;0;0;3;3.0;11090;11062
543;AH504;22-06-2018;CF10145;1;1;4;0;4;9;0;10;0;0;0;0;3;4.0;11065;11062
559;AH504;22-06-2018;CF10145;1;1;9;0;9;0;0;0;7;0;0;2;3;4.0;11117;11062
562;AH504;22-06-2018;CF10145;1;1;2;0;2;5;0;5;1;0;0;0;2;4.0;11297;11062
579;AH504;22-06-2018;CF10145;1;1;11;0;11;10;0;17;3;0;0;6;3;4.0;11147;11062
650;AH504;22-06-2018;CF10145;1;1;2;0;2;5;0;5;1;0;0;0;3;4.0;11273;11062
523;AH504;22-06-2018;CF10145;1;2;6;0;6;0;0;5;4;0;0;1;2;4.0;11070;11062
595;AH504;22-06-2018;CF10145;1;2;2;0;2;6;0;6;1;0;0;0;3;4.0;11176;11062
609;AH504;22-06-2018;CF10145;1;2;2;0;2;5;0;5;0;0;0;0;2;4.0;11200;11062
653;AH504;22-06-2018;CF10145;1;2;5;0;5;0;0;4;5;0;0;0;2;4.0;11278;11062
668;AH504;22-06-2018;CF10145;1;2;5;0;5;0;0;4;3;0;0;1;2;4.0;11302;11062
203;AH504;22-06-2018;CF10145;1;3;2;1;3;0;0;0;3;0;0;0;2;3.0;11316;11062
598;AH504;22-06-2018;CF10145;1;3;5;0;5;0;0;4;5;0;0;0;2;4.0;11181;11062
618;AH504;22-06-2018;CF10145;1;3;6;0;6;0;0;4;4;0;0;2;2;4.0;11220;11062
1060;AH504;22-06-2018;CF10145;1;3;5;0;5;0;0;3;5;0;0;0;3;4.0;11202;11062
686;AH504;22-06-2018;CF10145;2;0;18;0;18;13;0;14;5;0;0;7;1;4.0;11331;11330
45;AH504;22-06-2018;CF10145;2;1;2;0;2;2;0;2;1;0;0;0;2;4.0;11618;11330
605;AH504;22-06-2018;CF10145;2;1;5;0;5;0;0;0;1;0;0;0;3;4.0;11423;11330
688;AH504;22-06-2018;CF10145;2;1;10;0;10;14;0;17;3;0;0;5;3;4.0;11333;11330
691;AH504;22-06-2018;CF10145;2;1;3;0;3;7;0;8;2;0;0;0;3;4.0;11536;11330
803;AH504;22-06-2018;CF10145;2;1;3;0;3;6;0;7;2;0;0;0;3;4.0;11503;11330
1242;AH504;22-06-2018;CF10145;2;1;6;0;6;0;0;4;4;0;0;1;3;4.0;11599;11330
243;AH504;22-06-2018;CF10145;2;2;4;1;5;0;0;0;5;0;0;0;2;4.0;11544;11330
482;AH504;22-06-2018;CF10145;2;2;2;0;2;7;0;7;1;0;0;0;2;4.0;11389;11330
640;AH504;22-06-2018;CF10145;2;2;5;0;5;0;0;4;4;0;0;1;2;4.0;11627;11330
707;AH504;22-06-2018;CF10145;2;2;2;0;2;6;0;6;1;0;0;0;3;4.0;11359;11330
726;AH504;22-06-2018;CF10145;2;2;6;0;6;0;0;0;3;0;0;3;3;1.0;11454;11330
754;AH504;22-06-2018;CF10145;2;2;8;0;8;0;0;5;5;0;0;3;3;4.0;11427;11330
806;AH504;22-06-2018;CF10145;2;2;6;0;6;0;0;5;2;0;0;4;2;4.0;11475;11330
875;AH504;22-06-2018;CF10145;2;2;2;0;2;0;0;0;1;0;0;0;3;1.0;11620;11330
1250;AH504;22-06-2018;CF10145;2;2;7;0;7;0;0;5;4;0;0;3;2;4.0;11511;11330
733;AH504;22-06-2018;CF10145;2;3;5;0;5;0;0;5;4;0;0;0;2;4.0;11394;11330
794;AH504;22-06-2018;CF10145;2;3;2;0;2;0;0;0;0;0;0;2;2;1.0;11492;11330
833;AH504;22-06-2018;CF10145;2;3;5;0;5;0;0;5;3;0;0;1;2;4.0;11364;11330
113;AH504;22-06-2018;CF10145;2;4;1;1;2;0;0;0;2;0;0;0;2;3.0;11378;11330
549;AH504;22-06-2018;CF10145;2;4;2;1;3;0;0;0;2;0;0;1;2;3.0;11408;11330
1020;AH504;22-06-2018;CF10145;3;0;12;0;12;9;0;9;3;0;0;5;1;4.0;11647;11646
860;AH504;22-06-2018;CF10145;3;1;7;0;7;0;0;0;7;0;0;0;3;4.0;11832;11646
896;AH504;22-06-2018;CF10145;3;1;3;0;3;4;0;5;2;0;0;0;3;4.0;11649;11646
927;AH504;22-06-2018;CF10145;3;1;9;0;9;7;0;11;4;0;0;2;3;4.0;11698;11646
956;AH504;22-06-2018;CF10145;3;1;2;0;2;4;0;4;1;0;0;0;2;4.0;11856;11646
670;AH504;22-06-2018;CF10145;3;2;2;0;2;6;0;6;1;0;0;0;2;4.0;11783;11646
897;AH504;22-06-2018;CF10145;3;2;5;0;5;0;0;0;3;0;0;1;3;1.0;11651;11646
911;AH504;22-06-2018;CF10145;3;2;3;0;3;6;0;6;2;0;0;0;2;4.0;11670;11646
929;AH504;22-06-2018;CF10145;3;2;6;0;6;0;0;0;5;0;0;0;3;1.0;11700;11646
948;AH504;22-06-2018;CF10145;3;2;6;1;7;0;0;0;6;0;0;0;3;4.0;11731;11646
965;AH504;22-06-2018;CF10145;3;2;7;1;8;0;0;0;7;0;0;1;3;4.0;11756;11646
1022;AH504;22-06-2018;CF10145;3;2;5;0;5;0;0;4;3;0;0;2;2;4.0;11861;11646
916;AH504;22-06-2018;CF10145;3;3;5;0;5;0;0;0;5;0;0;0;2;4.0;11678;11646
984;AH504;22-06-2018;CF10145;3;3;5;0;5;0;0;5;3;0;0;2;2;4.0;11788;11646
1035;AH504;22-06-2018;CF10145;4;0;18;0;18;7;0;9;6;0;0;7;1;4.0;11881;11880
329;AH504;22-06-2018;CF10145;4;1;5;0;5;8;0;12;4;0;0;0;3;4.0;11883;11880
512;AH504;22-06-2018;CF10145;4;1;2;0;2;6;0;6;0;0;0;0;2;4.0;12080;11880
880;AH504;22-06-2018;CF10145;4;1;8;0;8;0;0;0;8;0;0;0;3;4.0;11912;11880
1208;AH504;22-06-2018;CF10145;4;1;2;0;2;4;0;4;1;0;0;0;3;4.0;12056;11880
1239;AH504;22-06-2018;CF10145;4;1;15;0;15;3;0;10;6;0;0;8;3;4.0;11939;11880
